01|001|001| 1|Dr.|Kóka                                              |János                                   |0000388|01|SZDSZ-A MAGYAR LIBERÁLIS PÁRT                               
01|017|019| 1|   |Alexa                                             |György                                  |0000286|01|MSZP                                                        
01|017|019| 7|   |Riz                                               |Levente                                 |0000171|02|FIDESZ,KDNP                                                 
01|017|020| 1|   |Alexa                                             |György                                  |0000285|01|MSZP                                                        
01|017|020| 7|   |Riz                                               |Levente                                 |0000124|02|FIDESZ,KDNP                                                 
01|017|021| 1|   |Alexa                                             |György                                  |0000420|01|MSZP                                                        
01|017|021| 7|   |Riz                                               |Levente                                 |0000287|02|FIDESZ,KDNP                                                 
01|017|022| 1|   |Alexa                                             |György                                  |0000386|01|MSZP                                                        
01|017|022| 7|   |Riz                                               |Levente                                 |0000208|02|FIDESZ,KDNP                                                 
01|017|023| 1|   |Alexa                                             |György                                  |0000407|01|MSZP                                                        
01|017|023| 7|   |Riz                                               |Levente                                 |0000264|02|FIDESZ,KDNP                                                 
01|017|024| 1|   |Alexa                                             |György                                  |0000359|01|MSZP                                                        
01|017|024| 7|   |Riz                                               |Levente                                 |0000223|02|FIDESZ,KDNP                                                 
01|017|025| 1|   |Alexa                                             |György                                  |0000421|01|MSZP                                                        
01|017|025| 7|   |Riz                                               |Levente                                 |0000193|02|FIDESZ,KDNP                                                 
01|017|026| 1|   |Alexa                                             |György                                  |0000479|01|MSZP                                                        
01|017|026| 7|   |Riz                                               |Levente                                 |0000200|02|FIDESZ,KDNP                                                 
01|017|027| 1|   |Alexa                                             |György                                  |0000354|01|MSZP                                                        
01|017|027| 7|   |Riz                                               |Levente                                 |0000296|02|FIDESZ,KDNP                                                 
01|017|028| 1|   |Alexa                                             |György                                  |0000456|01|MSZP                                                        
01|017|028| 7|   |Riz                                               |Levente                                 |0000309|02|FIDESZ,KDNP                                                 
01|017|029| 1|   |Alexa                                             |György                                  |0000326|01|MSZP                                                        
01|017|029| 7|   |Riz                                               |Levente                                 |0000269|02|FIDESZ,KDNP                                                 
01|017|030| 1|   |Alexa                                             |György                                  |0000424|01|MSZP                                                        
01|017|030| 7|   |Riz                                               |Levente                                 |0000292|02|FIDESZ,KDNP                                                 
01|017|031| 1|   |Alexa                                             |György                                  |0000385|01|MSZP                                                        
01|017|031| 7|   |Riz                                               |Levente                                 |0000300|02|FIDESZ,KDNP                                                 
01|017|032| 1|   |Alexa                                             |György                                  |0000340|01|MSZP                                                        
01|017|032| 7|   |Riz                                               |Levente                                 |0000350|02|FIDESZ,KDNP                                                 
01|017|033| 1|   |Alexa                                             |György                                  |0000441|01|MSZP                                                        
01|017|033| 7|   |Riz                                               |Levente                                 |0000322|02|FIDESZ,KDNP                                                 
01|017|034| 1|   |Alexa                                             |György                                  |0000310|01|MSZP                                                        
01|017|034| 7|   |Riz                                               |Levente                                 |0000273|02|FIDESZ,KDNP                                                 
01|017|035| 1|   |Alexa                                             |György                                  |0000266|01|MSZP                                                        
01|017|035| 7|   |Riz                                               |Levente                                 |0000210|02|FIDESZ,KDNP                                                 
01|017|036| 1|   |Alexa                                             |György                                  |0000422|01|MSZP                                                        
01|017|036| 7|   |Riz                                               |Levente                                 |0000297|02|FIDESZ,KDNP                                                 
01|017|037| 1|   |Alexa                                             |György                                  |0000273|01|MSZP                                                        
01|017|037| 7|   |Riz                                               |Levente                                 |0000210|02|FIDESZ,KDNP                                                 
01|017|038| 1|   |Alexa                                             |György                                  |0000324|01|MSZP                                                        
01|017|038| 7|   |Riz                                               |Levente                                 |0000218|02|FIDESZ,KDNP                                                 
01|017|039| 1|   |Alexa                                             |György                                  |0000370|01|MSZP                                                        
01|017|039| 7|   |Riz                                               |Levente                                 |0000266|02|FIDESZ,KDNP                                                 
01|017|040| 1|   |Alexa                                             |György                                  |0000356|01|MSZP                                                        
01|017|040| 7|   |Riz                                               |Levente                                 |0000288|02|FIDESZ,KDNP                                                 
01|017|041| 1|   |Alexa                                             |György                                  |0000392|01|MSZP                                                        
01|017|041| 7|   |Riz                                               |Levente                                 |0000248|02|FIDESZ,KDNP                                                 
01|017|042| 1|   |Alexa                                             |György                                  |0000277|01|MSZP                                                        
01|017|042| 7|   |Riz                                               |Levente                                 |0000267|02|FIDESZ,KDNP                                                 
01|017|043| 1|   |Alexa                                             |György                                  |0000307|01|MSZP                                                        
01|017|043| 7|   |Riz                                               |Levente                                 |0000237|02|FIDESZ,KDNP                                                 
01|017|044| 1|   |Alexa                                             |György                                  |0000386|01|MSZP                                                        
01|017|044| 7|   |Riz                                               |Levente                                 |0000309|02|FIDESZ,KDNP                                                 
01|017|045| 1|   |Alexa                                             |György                                  |0000479|01|MSZP                                                        
01|017|045| 7|   |Riz                                               |Levente                                 |0000261|02|FIDESZ,KDNP                                                 
01|017|046| 1|   |Alexa                                             |György                                  |0000375|01|MSZP                                                        
01|017|046| 7|   |Riz                                               |Levente                                 |0000369|02|FIDESZ,KDNP                                                 
01|017|047| 1|   |Alexa                                             |György                                  |0000271|01|MSZP                                                        
01|017|047| 7|   |Riz                                               |Levente                                 |0000179|02|FIDESZ,KDNP                                                 
01|017|048| 1|   |Alexa                                             |György                                  |0000407|01|MSZP                                                        
01|017|048| 7|   |Riz                                               |Levente                                 |0000294|02|FIDESZ,KDNP                                                 
01|017|049| 1|   |Alexa                                             |György                                  |0000315|01|MSZP                                                        
01|017|049| 7|   |Riz                                               |Levente                                 |0000214|02|FIDESZ,KDNP                                                 
01|017|050| 1|   |Alexa                                             |György                                  |0000396|01|MSZP                                                        
01|017|050| 7|   |Riz                                               |Levente                                 |0000258|02|FIDESZ,KDNP                                                 
01|017|051| 1|   |Alexa                                             |György                                  |0000302|01|MSZP                                                        
01|017|051| 7|   |Riz                                               |Levente                                 |0000280|02|FIDESZ,KDNP                                                 
01|017|052| 1|   |Alexa                                             |György                                  |0000485|01|MSZP                                                        
01|017|052| 7|   |Riz                                               |Levente                                 |0000308|02|FIDESZ,KDNP                                                 
01|017|053| 1|   |Alexa                                             |György                                  |0000317|01|MSZP                                                        
01|017|053| 7|   |Riz                                               |Levente                                 |0000262|02|FIDESZ,KDNP                                                 
01|017|054| 1|   |Alexa                                             |György                                  |0000467|01|MSZP                                                        
01|017|054| 7|   |Riz                                               |Levente                                 |0000328|02|FIDESZ,KDNP                                                 
01|017|055| 1|   |Alexa                                             |György                                  |0000367|01|MSZP                                                        
01|017|055| 7|   |Riz                                               |Levente                                 |0000372|02|FIDESZ,KDNP                                                 
01|017|056| 1|   |Alexa                                             |György                                  |0000315|01|MSZP                                                        
01|017|056| 7|   |Riz                                               |Levente                                 |0000231|02|FIDESZ,KDNP                                                 
01|017|057| 1|   |Alexa                                             |György                                  |0000273|01|MSZP                                                        
01|017|057| 7|   |Riz                                               |Levente                                 |0000253|02|FIDESZ,KDNP                                                 
01|017|058| 1|   |Alexa                                             |György                                  |0000360|01|MSZP                                                        
01|017|058| 7|   |Riz                                               |Levente                                 |0000278|02|FIDESZ,KDNP                                                 
01|017|059| 1|   |Alexa                                             |György                                  |0000407|01|MSZP                                                        
01|017|059| 7|   |Riz                                               |Levente                                 |0000241|02|FIDESZ,KDNP                                                 
01|017|060| 1|   |Alexa                                             |György                                  |0000364|01|MSZP                                                        
01|017|060| 7|   |Riz                                               |Levente                                 |0000282|02|FIDESZ,KDNP                                                 
01|017|061| 1|   |Alexa                                             |György                                  |0000355|01|MSZP                                                        
01|017|061| 7|   |Riz                                               |Levente                                 |0000238|02|FIDESZ,KDNP                                                 
01|017|062| 1|   |Alexa                                             |György                                  |0000415|01|MSZP                                                        
01|017|062| 7|   |Riz                                               |Levente                                 |0000274|02|FIDESZ,KDNP                                                 
01|017|063| 1|   |Alexa                                             |György                                  |0000352|01|MSZP                                                        
01|017|063| 7|   |Riz                                               |Levente                                 |0000288|02|FIDESZ,KDNP                                                 
01|017|064| 1|   |Alexa                                             |György                                  |0000366|01|MSZP                                                        
01|017|064| 7|   |Riz                                               |Levente                                 |0000275|02|FIDESZ,KDNP                                                 
01|017|065| 1|   |Alexa                                             |György                                  |0000480|01|MSZP                                                        
01|017|065| 7|   |Riz                                               |Levente                                 |0000363|02|FIDESZ,KDNP                                                 
01|017|066| 1|   |Alexa                                             |György                                  |0000440|01|MSZP                                                        
01|017|066| 7|   |Riz                                               |Levente                                 |0000320|02|FIDESZ,KDNP                                                 
01|017|067| 1|   |Alexa                                             |György                                  |0000338|01|MSZP                                                        
01|017|067| 7|   |Riz                                               |Levente                                 |0000296|02|FIDESZ,KDNP                                                 
01|017|068| 1|   |Alexa                                             |György                                  |0000365|01|MSZP                                                        
01|017|068| 7|   |Riz                                               |Levente                                 |0000315|02|FIDESZ,KDNP                                                 
01|017|069| 1|   |Alexa                                             |György                                  |0000387|01|MSZP                                                        
01|017|069| 7|   |Riz                                               |Levente                                 |0000410|02|FIDESZ,KDNP                                                 
01|017|070| 1|   |Alexa                                             |György                                  |0000373|01|MSZP                                                        
01|017|070| 7|   |Riz                                               |Levente                                 |0000436|02|FIDESZ,KDNP                                                 
01|017|071| 1|   |Alexa                                             |György                                  |0000240|01|MSZP                                                        
01|017|071| 7|   |Riz                                               |Levente                                 |0000285|02|FIDESZ,KDNP                                                 
01|017|072| 1|   |Alexa                                             |György                                  |0000461|01|MSZP                                                        
01|017|072| 7|   |Riz                                               |Levente                                 |0000341|02|FIDESZ,KDNP                                                 
01|022|001| 2|   |Lendvai                                           |Ildikó                                  |0000420|01|MSZP                                                        
01|022|001| 3|   |Németh                                            |Zoltán                                  |0000429|02|FIDESZ,KDNP                                                 
01|022|002| 2|   |Lendvai                                           |Ildikó                                  |0000406|01|MSZP                                                        
01|022|002| 3|   |Németh                                            |Zoltán                                  |0000453|02|FIDESZ,KDNP                                                 
01|022|003| 2|   |Lendvai                                           |Ildikó                                  |0000399|01|MSZP                                                        
01|022|003| 3|   |Németh                                            |Zoltán                                  |0000432|02|FIDESZ,KDNP                                                 
01|022|004| 2|   |Lendvai                                           |Ildikó                                  |0000439|01|MSZP                                                        
01|022|004| 3|   |Németh                                            |Zoltán                                  |0000386|02|FIDESZ,KDNP                                                 
01|022|005| 2|   |Lendvai                                           |Ildikó                                  |0000215|01|MSZP                                                        
01|022|005| 3|   |Németh                                            |Zoltán                                  |0000318|02|FIDESZ,KDNP                                                 
01|022|006| 2|   |Lendvai                                           |Ildikó                                  |0000330|01|MSZP                                                        
01|022|006| 3|   |Németh                                            |Zoltán                                  |0000235|02|FIDESZ,KDNP                                                 
01|022|007| 2|   |Lendvai                                           |Ildikó                                  |0000273|01|MSZP                                                        
01|022|007| 3|   |Németh                                            |Zoltán                                  |0000169|02|FIDESZ,KDNP                                                 
01|022|008| 2|   |Lendvai                                           |Ildikó                                  |0000388|01|MSZP                                                        
01|022|008| 3|   |Németh                                            |Zoltán                                  |0000225|02|FIDESZ,KDNP                                                 
01|022|009| 2|   |Lendvai                                           |Ildikó                                  |0000267|01|MSZP                                                        
01|022|009| 3|   |Németh                                            |Zoltán                                  |0000204|02|FIDESZ,KDNP                                                 
01|022|010| 2|   |Lendvai                                           |Ildikó                                  |0000451|01|MSZP                                                        
01|022|010| 3|   |Németh                                            |Zoltán                                  |0000257|02|FIDESZ,KDNP                                                 
01|022|011| 2|   |Lendvai                                           |Ildikó                                  |0000256|01|MSZP                                                        
01|022|011| 3|   |Németh                                            |Zoltán                                  |0000310|02|FIDESZ,KDNP                                                 
01|022|012| 2|   |Lendvai                                           |Ildikó                                  |0000215|01|MSZP                                                        
01|022|012| 3|   |Németh                                            |Zoltán                                  |0000206|02|FIDESZ,KDNP                                                 
01|022|013| 2|   |Lendvai                                           |Ildikó                                  |0000308|01|MSZP                                                        
01|022|013| 3|   |Németh                                            |Zoltán                                  |0000289|02|FIDESZ,KDNP                                                 
01|022|014| 2|   |Lendvai                                           |Ildikó                                  |0000346|01|MSZP                                                        
01|022|014| 3|   |Németh                                            |Zoltán                                  |0000236|02|FIDESZ,KDNP                                                 
01|022|015| 2|   |Lendvai                                           |Ildikó                                  |0000307|01|MSZP                                                        
01|022|015| 3|   |Németh                                            |Zoltán                                  |0000318|02|FIDESZ,KDNP                                                 
01|022|016| 2|   |Lendvai                                           |Ildikó                                  |0000242|01|MSZP                                                        
01|022|016| 3|   |Németh                                            |Zoltán                                  |0000202|02|FIDESZ,KDNP                                                 
01|022|017| 2|   |Lendvai                                           |Ildikó                                  |0000209|01|MSZP                                                        
01|022|017| 3|   |Németh                                            |Zoltán                                  |0000226|02|FIDESZ,KDNP                                                 
01|022|018| 2|   |Lendvai                                           |Ildikó                                  |0000284|01|MSZP                                                        
01|022|018| 3|   |Németh                                            |Zoltán                                  |0000263|02|FIDESZ,KDNP                                                 
01|022|019| 2|   |Lendvai                                           |Ildikó                                  |0000423|01|MSZP                                                        
01|022|019| 3|   |Németh                                            |Zoltán                                  |0000437|02|FIDESZ,KDNP                                                 
01|022|020| 2|   |Lendvai                                           |Ildikó                                  |0000364|01|MSZP                                                        
01|022|020| 3|   |Németh                                            |Zoltán                                  |0000250|02|FIDESZ,KDNP                                                 
01|022|021| 2|   |Lendvai                                           |Ildikó                                  |0000340|01|MSZP                                                        
01|022|021| 3|   |Németh                                            |Zoltán                                  |0000257|02|FIDESZ,KDNP                                                 
01|022|022| 2|   |Lendvai                                           |Ildikó                                  |0000370|01|MSZP                                                        
01|022|022| 3|   |Németh                                            |Zoltán                                  |0000269|02|FIDESZ,KDNP                                                 
01|022|023| 2|   |Lendvai                                           |Ildikó                                  |0000292|01|MSZP                                                        
01|022|023| 3|   |Németh                                            |Zoltán                                  |0000200|02|FIDESZ,KDNP                                                 
01|022|024| 2|   |Lendvai                                           |Ildikó                                  |0000305|01|MSZP                                                        
01|022|024| 3|   |Németh                                            |Zoltán                                  |0000253|02|FIDESZ,KDNP                                                 
01|022|025| 2|   |Lendvai                                           |Ildikó                                  |0000356|01|MSZP                                                        
01|022|025| 3|   |Németh                                            |Zoltán                                  |0000331|02|FIDESZ,KDNP                                                 
01|022|026| 2|   |Lendvai                                           |Ildikó                                  |0000224|01|MSZP                                                        
01|022|026| 3|   |Németh                                            |Zoltán                                  |0000161|02|FIDESZ,KDNP                                                 
01|022|027| 2|   |Lendvai                                           |Ildikó                                  |0000410|01|MSZP                                                        
01|022|027| 3|   |Németh                                            |Zoltán                                  |0000363|02|FIDESZ,KDNP                                                 
01|022|028| 2|   |Lendvai                                           |Ildikó                                  |0000382|01|MSZP                                                        
01|022|028| 3|   |Németh                                            |Zoltán                                  |0000411|02|FIDESZ,KDNP                                                 
01|022|029| 2|   |Lendvai                                           |Ildikó                                  |0000383|01|MSZP                                                        
01|022|029| 3|   |Németh                                            |Zoltán                                  |0000191|02|FIDESZ,KDNP                                                 
01|022|030| 2|   |Lendvai                                           |Ildikó                                  |0000274|01|MSZP                                                        
01|022|030| 3|   |Németh                                            |Zoltán                                  |0000202|02|FIDESZ,KDNP                                                 
01|022|031| 2|   |Lendvai                                           |Ildikó                                  |0000289|01|MSZP                                                        
01|022|031| 3|   |Németh                                            |Zoltán                                  |0000157|02|FIDESZ,KDNP                                                 
01|022|032| 2|   |Lendvai                                           |Ildikó                                  |0000398|01|MSZP                                                        
01|022|032| 3|   |Németh                                            |Zoltán                                  |0000242|02|FIDESZ,KDNP                                                 
01|022|033| 2|   |Lendvai                                           |Ildikó                                  |0000454|01|MSZP                                                        
01|022|033| 3|   |Németh                                            |Zoltán                                  |0000376|02|FIDESZ,KDNP                                                 
01|022|034| 2|   |Lendvai                                           |Ildikó                                  |0000429|01|MSZP                                                        
01|022|034| 3|   |Németh                                            |Zoltán                                  |0000383|02|FIDESZ,KDNP                                                 
01|022|035| 2|   |Lendvai                                           |Ildikó                                  |0000421|01|MSZP                                                        
01|022|035| 3|   |Németh                                            |Zoltán                                  |0000392|02|FIDESZ,KDNP                                                 
01|022|036| 2|   |Lendvai                                           |Ildikó                                  |0000226|01|MSZP                                                        
01|022|036| 3|   |Németh                                            |Zoltán                                  |0000258|02|FIDESZ,KDNP                                                 
01|022|037| 2|   |Lendvai                                           |Ildikó                                  |0000384|01|MSZP                                                        
01|022|037| 3|   |Németh                                            |Zoltán                                  |0000298|02|FIDESZ,KDNP                                                 
01|022|038| 2|   |Lendvai                                           |Ildikó                                  |0000271|01|MSZP                                                        
01|022|038| 3|   |Németh                                            |Zoltán                                  |0000397|02|FIDESZ,KDNP                                                 
01|022|039| 2|   |Lendvai                                           |Ildikó                                  |0000371|01|MSZP                                                        
01|022|039| 3|   |Németh                                            |Zoltán                                  |0000268|02|FIDESZ,KDNP                                                 
01|022|040| 2|   |Lendvai                                           |Ildikó                                  |0000420|01|MSZP                                                        
01|022|040| 3|   |Németh                                            |Zoltán                                  |0000243|02|FIDESZ,KDNP                                                 
01|022|041| 2|   |Lendvai                                           |Ildikó                                  |0000398|01|MSZP                                                        
01|022|041| 3|   |Németh                                            |Zoltán                                  |0000245|02|FIDESZ,KDNP                                                 
01|022|042| 2|   |Lendvai                                           |Ildikó                                  |0000361|01|MSZP                                                        
01|022|042| 3|   |Németh                                            |Zoltán                                  |0000269|02|FIDESZ,KDNP                                                 
01|022|043| 2|   |Lendvai                                           |Ildikó                                  |0000302|01|MSZP                                                        
01|022|043| 3|   |Németh                                            |Zoltán                                  |0000165|02|FIDESZ,KDNP                                                 
01|022|044| 2|   |Lendvai                                           |Ildikó                                  |0000326|01|MSZP                                                        
01|022|044| 3|   |Németh                                            |Zoltán                                  |0000239|02|FIDESZ,KDNP                                                 
01|022|045| 2|   |Lendvai                                           |Ildikó                                  |0000443|01|MSZP                                                        
01|022|045| 3|   |Németh                                            |Zoltán                                  |0000313|02|FIDESZ,KDNP                                                 
01|022|046| 2|   |Lendvai                                           |Ildikó                                  |0000436|01|MSZP                                                        
01|022|046| 3|   |Németh                                            |Zoltán                                  |0000323|02|FIDESZ,KDNP                                                 
01|022|047| 2|   |Lendvai                                           |Ildikó                                  |0000357|01|MSZP                                                        
01|022|047| 3|   |Németh                                            |Zoltán                                  |0000280|02|FIDESZ,KDNP                                                 
01|022|048| 2|   |Lendvai                                           |Ildikó                                  |0000436|01|MSZP                                                        
01|022|048| 3|   |Németh                                            |Zoltán                                  |0000291|02|FIDESZ,KDNP                                                 
02|002|001| 4|   |Kékkõi                                            |Zoltán József                           |0000022|02|FIDESZ,KDNP                                                 
02|002|001| 5|   |Kocsi                                             |László                                  |0000053|01|MSZP                                                        
02|003|001| 2|   |Paizs                                             |József                                  |0000137|01|MSZP                                                        
02|003|001| 4|   |Pichler                                           |Imre                                    |0000120|02|FIDESZ,KDNP                                                 
02|004|001| 2|   |Paizs                                             |József                                  |0000026|01|MSZP                                                        
02|004|001| 4|   |Pichler                                           |Imre                                    |0000026|02|FIDESZ,KDNP                                                 
02|006|001| 4|   |Kékkõi                                            |Zoltán József                           |0000245|02|FIDESZ,KDNP                                                 
02|006|001| 5|   |Kocsi                                             |László                                  |0000290|01|MSZP                                                        
02|007|001| 3|Dr.|Hargitai                                          |János                                   |0000021|02|FIDESZ,KDNP                                                 
02|007|001| 5|Dr.|Nyul                                              |István                                  |0000038|01|MSZP                                                        
02|010|001| 4|   |Kékkõi                                            |Zoltán József                           |0000039|02|FIDESZ,KDNP                                                 
02|010|001| 5|   |Kocsi                                             |László                                  |0000056|01|MSZP                                                        
02|011|001| 3|Dr.|Hargitai                                          |János                                   |0000242|02|FIDESZ,KDNP                                                 
02|011|001| 5|Dr.|Nyul                                              |István                                  |0000156|01|MSZP                                                        
02|012|001| 4|   |Kékkõi                                            |Zoltán József                           |0000037|02|FIDESZ,KDNP                                                 
02|012|001| 5|   |Kocsi                                             |László                                  |0000021|01|MSZP                                                        
02|015|001| 4|   |Kékkõi                                            |Zoltán József                           |0000091|02|FIDESZ,KDNP                                                 
02|015|001| 5|   |Kocsi                                             |László                                  |0000281|01|MSZP                                                        
02|016|001| 4|   |Kékkõi                                            |Zoltán József                           |0000035|02|FIDESZ,KDNP                                                 
02|016|001| 5|   |Kocsi                                             |László                                  |0000080|01|MSZP                                                        
02|019|001| 2|   |Paizs                                             |József                                  |0000047|01|MSZP                                                        
02|019|001| 4|   |Pichler                                           |Imre                                    |0000058|02|FIDESZ,KDNP                                                 
02|020|001| 2|   |Paizs                                             |József                                  |0000060|01|MSZP                                                        
02|020|001| 4|   |Pichler                                           |Imre                                    |0000038|02|FIDESZ,KDNP                                                 
02|021|001| 3|Dr.|Hargitai                                          |János                                   |0000235|02|FIDESZ,KDNP                                                 
02|021|001| 5|Dr.|Nyul                                              |István                                  |0000102|01|MSZP                                                        
02|022|001| 3|Dr.|Hargitai                                          |János                                   |0000083|02|FIDESZ,KDNP                                                 
02|022|001| 5|Dr.|Nyul                                              |István                                  |0000085|01|MSZP                                                        
02|023|001| 4|   |Kékkõi                                            |Zoltán József                           |0000134|02|FIDESZ,KDNP                                                 
02|023|001| 5|   |Kocsi                                             |László                                  |0000170|01|MSZP                                                        
02|023|002| 4|   |Kékkõi                                            |Zoltán József                           |0000140|02|FIDESZ,KDNP                                                 
02|023|002| 5|   |Kocsi                                             |László                                  |0000241|01|MSZP                                                        
02|023|003| 4|   |Kékkõi                                            |Zoltán József                           |0000162|02|FIDESZ,KDNP                                                 
02|023|003| 5|   |Kocsi                                             |László                                  |0000160|01|MSZP                                                        
02|023|004| 4|   |Kékkõi                                            |Zoltán József                           |0000089|02|FIDESZ,KDNP                                                 
02|023|004| 5|   |Kocsi                                             |László                                  |0000167|01|MSZP                                                        
02|023|005| 4|   |Kékkõi                                            |Zoltán József                           |0000031|02|FIDESZ,KDNP                                                 
02|023|005| 5|   |Kocsi                                             |László                                  |0000071|01|MSZP                                                        
02|024|001| 2|   |Bókay                                             |Endre                                   |0000172|01|MSZP                                                        
02|024|001| 5|Dr.|Páva                                              |Zsolt                                   |0000190|02|FIDESZ,KDNP                                                 
02|025|001| 4|   |Kékkõi                                            |Zoltán József                           |0000034|02|FIDESZ,KDNP                                                 
